SNo,Year,All-Star,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
24046,2016,0,Beno Udrih,PG,33,MIA,36,5,587,8.9,0.495,0.217,0.112,1.2,10.7,6.1,22.5,1,0,20.8,15.7,,-0.1,0.5,0.4,0.03,,-3.1,-1.5,-4.6,-0.4,66,152,0.434,11,33,0.333,55,119,0.462,0.47,15,17,0.882,6,57,63,90,11,0,42,40,158
24047,2016,0,Jonas Valanciunas,C,23,TOR,60,59,1557,22.6,0.61,0,0.397,13.8,26.3,20.1,4.8,0.8,4.2,11.9,20.9,,4.5,2.4,6.9,0.211,,0.7,0.4,1.1,1.2,303,536,0.565,0,0,,303,536,0.565,0.565,162,213,0.761,184,363,547,42,25,80,85,158,768
24048,2016,0,Anderson Varejao,C,33,TOT,53,0,496,11.1,0.473,0.008,0.403,8.5,22.8,15.8,9.8,1.6,1.6,13.1,15,,0.3,0.8,1,0.101,,-3.8,1.4,-2.4,0,53,124,0.427,0,1,0,53,123,0.431,0.427,32,50,0.64,37,104,141,35,16,10,22,70,138
24049,2016,0,Anderson Varejao,C,33,CLE,31,0,310,11.2,0.469,0.013,0.276,8.8,24.3,16.6,9.3,1.8,1.3,15.8,14.8,,0.1,0.5,0.6,0.089,,-4.1,1.8,-2.3,0,32,76,0.421,0,1,0,32,75,0.427,0.421,16,21,0.762,24,67,91,20,11,5,16,35,80
24050,2016,0,Anderson Varejao,C,33,GSW,22,0,186,11,0.477,0,0.604,8,20.2,14.5,10.5,1.3,2,9,15.5,,0.2,0.3,0.5,0.12,,-3.3,0.8,-2.5,0,21,48,0.438,0,0,,21,48,0.438,0.438,16,29,0.552,13,37,50,15,5,5,6,35,58
24051,2016,0,Greivis Vasquez,PG,29,MIL,23,0,460,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0,21.1,18.5,,-0.4,0.1,-0.3,-0.033,,-3,-3.9,-6.9,-0.6,45,138,0.326,18,73,0.247,27,65,0.415,0.391,22,26,0.846,5,42,47,91,10,0,40,42,130
24052,2016,0,Rashad Vaughn,SG,19,MIL,70,6,1001,4.2,0.398,0.553,0.056,1.3,8.7,5,5.5,1.5,1.4,9.3,13.5,,-1.2,0.4,-0.8,-0.036,,-4.3,-1.9,-6.1,-1,81,266,0.305,43,147,0.293,38,119,0.319,0.385,12,15,0.8,11,77,88,39,29,16,28,73,217
24053,2016,0,Charlie Villanueva,PF,31,DAL,62,4,665,11.9,0.473,0.526,0.073,4,21.1,12.5,6.2,1.4,1.9,8.4,25.3,,-0.6,0.8,0.2,0.016,,-2.8,-1.8,-4.6,-0.4,125,327,0.382,47,172,0.273,78,155,0.503,0.454,22,24,0.917,24,128,152,24,18,15,31,71,319
24054,2016,0,Noah Vonleh,PF,20,POR,78,56,1174,8.6,0.471,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13,,0,1.1,1.2,0.047,,-4,0,-4,-0.6,117,278,0.421,11,46,0.239,106,232,0.457,0.441,38,51,0.745,91,214,305,30,27,26,50,152,283
24055,2016,0,Nikola Vucevic,C,25,ORL,65,60,2037,21.1,0.531,0.009,0.143,9.3,22.2,15.7,15.9,1.3,2.8,10,26.8,,2.8,2.4,5.2,0.122,,0.7,1.1,1.8,2,533,1046,0.51,2,9,0.222,531,1037,0.512,0.511,113,150,0.753,174,402,576,179,53,70,123,173,1181
24056,2016,0,Sasha Vujacic,SG,31,NYK,61,25,908,11.1,0.503,0.516,0.141,3.2,14.6,9,14.3,1.9,0.4,13,16.8,,0.3,0.8,1.1,0.06,,-0.8,-0.7,-1.5,0.1,106,277,0.383,52,143,0.364,54,134,0.403,0.477,32,39,0.821,26,123,149,84,34,5,44,83,296
24057,2016,1,Dwyane Wade,SG,34,MIA,74,73,2258,20.3,0.517,0.037,0.343,4.3,10.7,7.6,27.4,1.8,1.4,13,31.6,,2.4,2.6,4.9,0.105,,0.9,-0.1,0.8,1.6,540,1183,0.456,7,44,0.159,533,1139,0.468,0.459,322,406,0.793,82,220,302,344,79,42,203,116,1409
24058,2016,0,Dion Waiters,SG,24,OKC,78,15,2152,9.4,0.492,0.34,0.222,1.9,8,5.1,10,1.9,0.5,13.4,17.7,,0.3,1.8,2.1,0.046,,-1.5,-0.6,-2.1,-0.1,282,706,0.399,86,240,0.358,196,466,0.421,0.46,112,157,0.713,36,166,202,154,81,15,120,143,762
24059,2016,0,Kemba Walker,PG,25,CHO,81,81,2885,20.8,0.554,0.368,0.329,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,,6.3,3.6,9.9,0.165,,4,0,4,4.4,568,1331,0.427,182,490,0.371,386,841,0.459,0.495,371,438,0.847,56,301,357,421,126,39,171,111,1689
24060,2016,1,John Wall,PG,25,WAS,77,77,2784,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,,2.2,3.5,5.7,0.098,,2.2,1,3.2,3.7,572,1349,0.424,115,328,0.351,457,1021,0.448,0.467,272,344,0.791,42,337,379,789,145,59,318,159,1531
24061,2016,0,T.J. Warren,SF,22,PHO,47,4,1070,15.7,0.549,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,,1.7,0.6,2.2,0.101,,0.2,-1.3,-1.2,0.2,221,441,0.501,28,70,0.4,193,371,0.52,0.533,45,64,0.703,57,90,147,44,37,16,32,94,515
24062,2016,0,C.J. Watson,PG,31,ORL,33,2,656,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14,12.1,,0.2,0.4,0.6,0.047,,-2.5,-0.8,-3.3,-0.2,47,137,0.343,14,48,0.292,33,89,0.371,0.394,34,39,0.872,10,56,66,88,19,5,25,49,142
24063,2016,0,Briante Weber,PG,23,TOT,7,4,169,8.9,0.38,0.128,0.103,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,,-0.2,0.2,0,0.004,,-3.6,1.5,-2.1,0,14,39,0.359,0,5,0,14,34,0.412,0.359,3,4,0.75,8,17,25,21,9,3,9,12,31
24064,2016,0,Briante Weber,PG,23,MEM,6,4,166,8.3,0.365,0.132,0.105,5.3,11.5,8.2,17.6,2.8,1.7,18.5,13.2,,-0.2,0.2,0,-0.007,,-4,1.6,-2.4,0,13,38,0.342,0,5,0,13,33,0.394,0.342,3,4,0.75,8,16,24,20,9,3,9,11,29
24065,2016,0,Briante Weber,PG,23,MIA,1,0,3,39.3,1,0,0,0,36.6,18.9,72.3,0,0,0,15.2,,0,0,0,0.634,,15.3,-1.3,14,0,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,1,0,0,0,1,2
24066,2016,0,Sonny Weems,SG-SF,29,TOT,43,0,499,3.7,0.459,0.373,0.136,1.5,10.3,5.8,14.2,1,0.2,26,13.5,,-0.7,0.1,-0.5,-0.053,,-5.7,-1.8,-7.6,-0.7,42,110,0.382,15,41,0.366,27,69,0.391,0.45,8,15,0.533,7,46,53,49,10,1,41,47,107
24067,2016,0,Sonny Weems,SG,29,PHO,36,0,421,4.3,0.475,0.36,0.146,1.5,9.2,5.3,16.2,1.2,0.2,28.1,13.3,,-0.5,0.1,-0.4,-0.043,,-5.3,-1.5,-6.8,-0.5,35,89,0.393,13,32,0.406,22,57,0.386,0.466,7,13,0.538,6,35,41,47,10,1,37,40,90
24068,2016,0,Sonny Weems,SF,29,PHI,7,0,78,0.8,0.388,0.429,0.095,1.3,15.9,8.4,3.9,0,0,15.5,14.5,,-0.2,0,-0.2,-0.104,,-8.2,-3.5,-11.7,-0.2,7,21,0.333,2,9,0.222,5,12,0.417,0.381,1,2,0.5,1,11,12,2,0,0,4,7,17
24069,2016,0,David West,PF,35,SAS,78,19,1404,17.6,0.573,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,,2.4,2.9,5.4,0.184,,0.1,3.3,3.4,1.9,244,448,0.545,3,7,0.429,241,441,0.546,0.548,63,80,0.788,72,237,309,143,44,55,68,142,554
24070,2016,1,Russell Westbrook,PG,27,OKC,80,80,2750,27.6,0.554,0.236,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,,10,4,14,0.245,,7.6,2.4,10,8.3,656,1444,0.454,101,341,0.296,555,1103,0.503,0.489,465,573,0.812,145,481,626,834,163,20,342,200,1878
24071,2016,0,Hassan Whiteside,C,26,MIA,73,43,2125,25.7,0.629,0,0.482,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,,5,5.3,10.3,0.233,,-0.9,3.4,2.5,2.4,413,682,0.606,0,0,,413,682,0.606,0.606,214,329,0.65,238,627,865,30,44,269,137,201,1040
24072,2016,0,Shayne Whittington,PF,24,IND,7,0,41,7.4,0.463,0.182,0.182,13.4,18.6,16,10.9,1.2,2,29.6,18.1,,-0.1,0.1,0,-0.009,,-5.4,1,-4.5,0,5,11,0.455,0,2,0,5,9,0.556,0.455,1,2,0.5,5,7,12,3,1,1,5,7,11
24073,2016,0,Andrew Wiggins,SF,20,MIN,81,81,2845,16.5,0.543,0.147,0.437,4.4,7.5,6,10.1,1.4,1.3,10.6,27.2,,3.4,0.7,4.1,0.069,,0.4,-2.5,-2.1,-0.1,594,1294,0.459,57,190,0.3,537,1104,0.486,0.481,430,565,0.761,105,186,291,164,78,46,182,165,1675
24074,2016,0,C.J. Wilcox,SG,25,LAC,23,0,167,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3,0.9,2.7,19.8,,0.1,0.2,0.3,0.089,,-1.5,-0.9,-2.4,0,26,66,0.394,9,23,0.391,17,43,0.395,0.462,9,12,0.75,1,11,12,10,10,2,2,15,70
24075,2016,0,Alan Williams,PF,23,PHO,10,0,68,21.1,0.481,0,0.583,21.9,39.2,30.3,11.7,2.9,6,16.6,22.6,,0.1,0.2,0.2,0.146,,-2.5,4,1.5,0.1,10,24,0.417,0,0,,10,24,0.417,0.417,9,14,0.643,14,24,38,5,4,5,6,15,29
24076,2016,0,Deron Williams,PG,31,DAL,65,63,2106,14.6,0.53,0.364,0.266,1,8.9,5,29.3,1.5,0.6,14.8,22,,2.2,1.4,3.7,0.083,,0.9,-1,-0.1,1,321,775,0.414,97,282,0.344,224,493,0.454,0.477,179,206,0.869,19,171,190,378,61,14,150,155,918
24077,2016,0,Derrick Williams,SF,24,NYK,80,9,1435,17.2,0.55,0.265,0.453,3.6,18.7,11.3,8.9,1,0.5,8.3,23.3,,2.4,1.2,3.6,0.12,,-0.1,-2.4,-2.6,-0.2,254,565,0.45,44,150,0.293,210,415,0.506,0.488,194,256,0.758,47,249,296,75,29,9,61,69,746
24078,2016,0,Elliot Williams,PG,26,MEM,5,0,45,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0,0,7.8,12.7,,0,0,0,-0.046,,-5.2,-3.5,-8.7,-0.1,2,10,0.2,1,4,0.25,1,6,0.167,0.25,3,4,0.75,1,3,4,4,0,0,1,2,8
24079,2016,0,Lou Williams,SG,29,LAL,67,35,1907,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,,4.5,0.3,4.7,0.119,,3,-2.7,0.3,1.1,283,693,0.408,110,320,0.344,173,373,0.464,0.488,352,424,0.83,31,138,169,167,62,19,107,107,1028
24080,2016,0,Marvin Williams,PF,29,CHO,81,81,2338,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,,4.7,3.2,7.8,0.161,,1.7,1,2.7,2.7,338,747,0.452,152,378,0.402,186,369,0.504,0.554,120,144,0.833,127,394,521,110,58,77,62,133,948
24081,2016,0,Mo Williams,PG,33,CLE,41,14,748,12.4,0.527,0.338,0.139,0.9,9.9,5.4,21.1,1,0.5,15.1,22.8,,0.4,0.7,1.1,0.067,,-1.3,-2.1,-3.3,-0.2,132,302,0.437,36,102,0.353,96,200,0.48,0.497,38,42,0.905,6,66,72,98,14,5,57,60,338
24082,2016,0,Justise Winslow,SF,19,MIA,78,8,2232,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,,-0.2,2.7,2.5,0.054,,-2.2,1.6,-0.6,0.8,195,462,0.422,32,116,0.276,163,346,0.471,0.457,80,117,0.684,81,322,403,117,68,26,95,184,502
24083,2016,0,Jeff Withey,C,25,UTA,51,10,658,17.7,0.577,0.012,0.364,10,20.7,15.4,5,1.7,6.8,13,15.1,,1.1,1.3,2.3,0.171,,-2,3.7,1.7,0.6,87,162,0.537,0,2,0,87,160,0.544,0.537,43,59,0.729,56,117,173,20,21,53,28,75,217
24084,2016,0,Christian Wood,PF,20,PHI,17,0,145,16.4,0.49,0.208,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,,0.2,0.1,0.3,0.097,,-2.9,-1.6,-4.5,-0.1,22,53,0.415,4,11,0.364,18,42,0.429,0.453,13,21,0.619,13,25,38,3,5,7,2,11,61
24085,2016,0,Metta World,SF,36,LAL,35,5,590,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,,-0.2,0.3,0.1,0.008,,-2.8,-1,-3.8,-0.3,55,177,0.311,26,84,0.31,29,93,0.312,0.384,40,57,0.702,19,70,89,27,22,11,15,67,176
24086,2016,0,Brandan Wright,PF,28,MEM,12,2,212,18.3,0.663,0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,,0.4,0.2,0.7,0.147,,-0.9,1.9,0.9,0.2,35,52,0.673,0,0,,35,52,0.673,0.673,13,24,0.542,14,29,43,6,5,15,10,21,83
24087,2016,0,Delon Wright,PG,23,TOR,27,1,229,17.8,0.54,0.163,0.438,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,,0.3,0.2,0.6,0.124,,-0.1,-0.6,-0.7,0.1,36,80,0.45,5,13,0.385,31,67,0.463,0.481,26,35,0.743,8,29,37,31,8,3,16,7,103
24088,2016,0,Tony Wroten,PG,22,PHI,8,3,144,1.8,0.412,0.262,0.569,1.5,14.9,7.9,23.3,1,0,26.3,33.5,,-0.8,0,-0.8,-0.263,,-9.9,-3.5,-13.4,-0.4,22,65,0.338,3,17,0.176,19,48,0.396,0.362,20,37,0.541,2,19,21,20,3,0,29,11,67
24089,2016,0,James Young,SG,20,BOS,29,0,199,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6,1.5,0.4,11.7,9.1,,-0.2,0.2,0.1,0.013,,-4.7,0.1,-4.6,-0.1,11,36,0.306,6,26,0.231,5,10,0.5,0.389,1,4,0.25,4,22,26,9,6,1,5,17,29
24090,2016,0,Joe Young,PG,23,IND,41,0,384,9.9,0.428,0.272,0.148,1.7,12.5,7.1,26.9,1.9,0,15.5,24.4,,-0.5,0.5,-0.1,-0.009,,-3.9,-1.5,-5.4,-0.3,62,169,0.367,10,46,0.217,52,123,0.423,0.396,20,25,0.8,6,44,50,65,15,0,33,30,154
24091,2016,0,Nick Young,SG,30,LAL,54,2,1033,9.1,0.483,0.637,0.204,1.4,9,5.1,5.4,1.1,0.5,6.9,18.5,,0.1,0,0.1,0.003,,-1.4,-3.5,-4.8,-0.7,126,372,0.339,77,237,0.325,49,135,0.363,0.442,63,76,0.829,14,83,97,34,23,7,30,50,392
24092,2016,0,Thaddeus Young,PF,27,BRK,73,73,2407,17.5,0.533,0.031,0.169,8.1,23,15.4,9.5,2.3,1.2,11.6,21.6,,1.9,2.2,4.1,0.081,,-0.5,0.6,0.1,1.3,495,963,0.514,7,30,0.233,488,933,0.523,0.518,105,163,0.644,176,484,660,135,112,37,136,182,1102
24093,2016,0,Cody Zeller,C,23,CHO,73,60,1774,16.1,0.592,0.023,0.531,8.4,19.7,14,6.3,1.6,2.9,11.2,15.4,,3.6,2.7,6.3,0.169,,-1,2,1,1.3,231,437,0.529,1,10,0.1,230,427,0.539,0.53,175,232,0.754,138,317,455,71,57,63,68,204,638
24094,2016,0,Tyler Zeller,C,26,BOS,60,3,710,15.4,0.539,0,0.372,9.1,17.6,13.3,6.6,0.7,2.4,12,23,,0.8,0.9,1.7,0.114,,-3.2,-1.1,-4.4,-0.4,138,290,0.476,0,0,,138,290,0.476,0.476,88,108,0.815,62,116,178,29,10,22,46,97,364
24096,2017,0,Alex Abrines,SG,23,OKC,68,6,1055,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,,1.2,0.9,2.1,0.095,,-0.3,-2.2,-2.5,-0.1,134,341,0.393,94,247,0.381,40,94,0.426,0.531,44,49,0.898,18,68,86,40,37,8,33,114,406
24097,2017,0,Quincy Acy,PF,26,TOT,38,1,558,11.8,0.565,0.529,0.353,3.9,18,11,4.9,1.2,2,9.7,16.8,,0.5,0.5,0.9,0.082,,-1.8,-1.2,-3,-0.1,70,170,0.412,37,90,0.411,33,80,0.413,0.521,45,60,0.75,20,95,115,18,14,15,21,67,222
24098,2017,0,Quincy Acy,PF,26,DAL,6,0,48,-1.4,0.355,0.412,0.176,4.6,15.2,9.7,0,0,0,9.8,20,,-0.2,0,-0.1,-0.133,,-10.1,-6,-16.2,-0.2,5,17,0.294,1,7,0.143,4,10,0.4,0.324,2,3,0.667,2,6,8,0,0,0,2,9,13
24099,2017,0,Quincy Acy,PF,26,BRK,32,1,510,13.1,0.587,0.542,0.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,,0.6,0.5,1.1,0.102,,-1.1,-0.7,-1.8,0,65,153,0.425,36,83,0.434,29,70,0.414,0.542,43,57,0.754,18,89,107,18,14,15,19,58,209
24100,2017,0,Steven Adams,C,23,OKC,80,80,2389,16.5,0.589,0.002,0.392,13,15.5,14.2,5.4,1.8,2.6,16,16.2,,3.3,3.1,6.4,0.13,,-0.7,1.2,0.5,1.5,374,655,0.571,0,1,0,374,654,0.572,0.571,157,257,0.611,282,333,615,86,88,78,146,195,905
24101,2017,0,Arron Afflalo,SG,31,SAC,61,45,1580,9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.4,8.4,14.4,,1.2,0.2,1.4,0.043,,-1.4,-2,-3.5,-0.6,185,420,0.44,62,151,0.411,123,269,0.457,0.514,83,93,0.892,9,116,125,78,21,7,42,104,515
24102,2017,0,Alexis Ajinca,C,28,NOP,39,15,584,12.9,0.529,0.022,0.225,8.3,23.8,16,3.1,1.7,3.1,13.7,17.2,,0,0.9,1,0.08,,-5.1,1,-4.1,-0.3,89,178,0.5,0,4,0,89,174,0.511,0.5,29,40,0.725,46,131,177,12,20,22,31,77,207
24103,2017,0,Cole Aldrich,C,28,MIN,62,0,531,12.7,0.549,0,0.256,11,23.9,17.4,6.4,2.4,3.7,15.1,9.4,,0.6,0.7,1.3,0.116,,-2,2.6,0.6,0.4,45,86,0.523,0,0,,45,86,0.523,0.523,15,22,0.682,51,107,158,25,25,23,17,85,105
24104,2017,0,LaMarcus Aldridge,PF,31,SAS,72,72,2335,18.6,0.532,0.053,0.258,8.6,16.6,12.7,9.9,1,3.1,7.7,24.5,,3.5,3.7,7.3,0.149,,-0.3,1.4,1.1,1.8,500,1049,0.477,23,56,0.411,477,993,0.48,0.488,220,271,0.812,174,350,524,139,46,89,98,158,1243
24105,2017,0,Lavoy Allen,PF,27,IND,61,5,871,11.6,0.485,0.006,0.196,13.7,14.6,14.2,9.1,1,2.4,13.7,10.9,,0.9,0.8,1.7,0.093,,-1.5,1.3,-0.3,0.4,77,168,0.458,0,1,0,77,167,0.461,0.458,23,33,0.697,105,115,220,57,18,24,29,78,177
24106,2017,0,Tony Allen,SG,35,MEM,71,66,1914,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,0.077,,-1.8,2.4,0.7,1.3,274,595,0.461,15,54,0.278,259,541,0.479,0.473,80,130,0.615,166,225,391,98,115,29,100,178,643
24107,2017,0,Al-Farouq Aminu,SF,26,POR,61,25,1773,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2,15.2,15.4,,-0.1,2,1.9,0.051,,-2.3,1.2,-1.1,0.4,183,466,0.393,70,212,0.33,113,254,0.445,0.468,96,136,0.706,77,374,451,99,60,44,94,102,532
24108,2017,0,Chris Andersen,C,38,CLE,12,0,114,11.6,0.497,0.136,0.636,9,20.6,15,5.9,2.2,5,15.1,13,,0.1,0.2,0.2,0.102,,-3.8,3,-0.9,0,9,22,0.409,0,3,0,9,19,0.474,0.409,10,14,0.714,9,22,31,5,5,7,5,20,28
24109,2017,0,Alan Anderson,SF,34,LAC,30,0,308,5,0.494,0.55,0.2,1.1,7.4,4.4,4.9,0.5,0,7.4,13.7,,0,0.1,0.1,0.02,,-2.6,-2.3,-4.9,-0.2,30,80,0.375,14,44,0.318,16,36,0.444,0.463,12,16,0.75,3,21,24,11,3,0,7,35,86
24110,2017,0,Justin Anderson,SF,23,TOT,75,10,1228,13.9,0.537,0.442,0.294,6.2,16.9,11.3,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,0.074,,-1.2,-0.3,-1.6,0.1,186,439,0.424,58,194,0.299,128,245,0.522,0.49,102,129,0.791,69,176,245,66,41,23,66,109,532
24111,2017,0,Justin Anderson,SF,23,DAL,51,2,710,14.7,0.521,0.44,0.318,6.1,18.9,12.2,7.6,2.1,2,11.2,23.6,,0.1,0.9,1,0.067,,-1.8,-0.1,-2,0,111,277,0.401,37,122,0.303,74,155,0.477,0.468,70,88,0.795,39,110,149,32,28,16,40,64,329
24112,2017,0,Justin Anderson,SF,23,PHI,24,8,518,12.8,0.564,0.444,0.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,0.084,,-0.4,-0.6,-1,0.1,75,162,0.463,21,72,0.292,54,90,0.6,0.528,32,41,0.78,30,66,96,34,13,7,26,45,203
24113,2017,0,Kyle Anderson,SG,23,SAS,72,14,1020,12.5,0.525,0.191,0.273,3.7,19,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2,2.7,0.127,,-2.1,3.7,1.6,0.9,93,209,0.445,15,40,0.375,78,169,0.462,0.481,45,57,0.789,33,175,208,91,51,26,39,63,246
24114,2017,0,Ryan Anderson,PF,28,HOU,72,72,2116,13.5,0.583,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,,4,1.1,5.2,0.118,,1.8,-2.6,-0.8,0.6,323,773,0.418,204,506,0.403,119,267,0.446,0.55,129,150,0.86,112,218,330,68,32,14,55,142,979
24115,2017,1,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,0.21,,4.1,3.5,7.6,6.9,656,1259,0.521,49,180,0.272,607,1079,0.563,0.541,471,612,0.77,142,558,700,434,131,151,234,246,1832
24116,2017,1,Carmelo Anthony,SF,32,NYK,74,74,2538,17.9,0.535,0.303,0.263,2.6,15.9,9.3,14.5,1.2,1.1,9,29.1,,3.2,1.5,4.7,0.089,,1.5,-2.2,-0.7,0.8,602,1389,0.433,151,421,0.359,451,968,0.466,0.488,304,365,0.833,62,374,436,213,60,34,153,198,1659
24117,2017,0,Joel Anthony,C,34,SAS,19,0,122,11.6,0.64,0,0.5,7.6,20.9,14.4,3.4,0.8,4,17,8.7,,0.1,0.2,0.4,0.141,,-3.1,2.5,-0.6,0,10,16,0.625,0,0,,10,16,0.625,0.625,5,8,0.625,8,23,31,3,2,6,4,11,25
24118,2017,0,Trevor Ariza,SF,31,HOU,80,80,2773,12.3,0.548,0.695,0.158,2.1,15.9,9,8.8,2.5,0.6,8,14.1,,2.8,3.2,6,0.104,,0.7,1,1.7,2.6,326,798,0.409,191,555,0.344,135,243,0.556,0.528,93,126,0.738,54,405,459,175,147,20,74,133,936
24119,2017,0,Darrell Arthur,PF,28,DEN,41,7,639,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,,0.6,0.4,1.1,0.081,,0.3,-0.6,-0.3,0.3,95,215,0.442,53,117,0.453,42,98,0.429,0.565,19,22,0.864,25,87,112,42,19,21,36,76,262
24120,2017,0,Omer Asik,C,30,NOP,31,19,482,9.8,0.517,0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,,0.4,0.6,1,0.1,,-4.3,1.2,-3.1,-0.1,31,65,0.477,0,0,,31,65,0.477,0.477,23,39,0.59,48,115,163,15,5,10,14,51,85
24121,2017,0,D.J. Augustin,PG,29,ORL,78,20,1538,11,0.524,0.53,0.311,1,7.4,4.1,20.4,1,0.1,13.3,19.4,,0.7,0.5,1.2,0.038,,-0.9,-3.3,-4.2,-0.9,195,517,0.377,95,274,0.347,100,243,0.412,0.469,131,161,0.814,15,102,117,209,31,1,90,101,616
24122,2017,0,Luke Babbitt,SF,27,MIA,68,55,1065,8.4,0.563,0.747,0.053,1.3,13.5,7.4,4.8,1,0.8,8,13,,0.8,1,1.8,0.082,,-1,-0.8,-1.8,0.1,113,281,0.402,87,210,0.414,26,71,0.366,0.557,11,15,0.733,13,129,142,36,21,11,25,118,324
24123,2017,0,Ron Baker,SG,23,NYK,52,13,857,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2,0.8,19.2,14.8,,-0.6,0.5,-0.1,-0.008,,-3.5,-0.9,-4.4,-0.5,82,217,0.378,23,86,0.267,59,131,0.45,0.431,28,43,0.651,12,86,98,107,34,8,56,74,215
24124,2017,0,Wade Baldwin,PG,20,MEM,33,1,405,6.4,0.404,0.191,0.322,3,10.2,6.5,22.8,2.3,1.7,23.4,19.2,,-0.9,0.5,-0.4,-0.045,,-6.3,0.6,-5.8,-0.4,36,115,0.313,3,22,0.136,33,93,0.355,0.326,31,37,0.838,11,35,46,61,18,7,40,40,106
24125,2017,0,Leandro Barbosa,SG,34,PHO,67,0,963,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13,1.5,0.7,10.4,20,,0.3,0.4,0.6,0.031,,-2,-2.1,-4.1,-0.5,172,392,0.439,35,98,0.357,137,294,0.466,0.483,40,45,0.889,15,89,104,81,31,8,48,82,419
24126,2017,0,J.J. Barea,PG,32,DAL,35,6,771,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,,0.8,0.5,1.3,0.08,,2,-2.6,-0.6,0.3,142,343,0.414,53,148,0.358,89,195,0.456,0.491,44,51,0.863,9,75,84,193,14,1,63,30,381
24127,2017,0,Harrison Barnes,PF,24,DAL,79,79,2803,16.3,0.541,0.173,0.22,3.7,13.2,8.2,7.8,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,0.079,,-0.7,-1.2,-1.9,0.1,599,1280,0.468,78,222,0.351,521,1058,0.492,0.498,242,281,0.861,94,303,397,117,66,15,102,128,1518
24128,2017,0,Matt Barnes,SF,36,TOT,74,18,1777,10.3,0.514,0.556,0.188,4.6,19.9,12.4,15.6,1.3,1.3,17.3,15.6,,0.3,1.7,2,0.053,,-1.2,0.6,-0.6,0.6,185,473,0.391,87,263,0.331,98,210,0.467,0.483,70,89,0.787,70,317,387,194,48,26,107,185,527
24129,2017,0,Matt Barnes,SF,36,SAC,54,13,1367,10.2,0.501,0.551,0.172,4.7,20.1,12.5,16.2,1.3,1.1,16.8,16.4,,-0.1,1.1,1,0.034,,-1.2,0.3,-1,0.4,147,383,0.384,69,211,0.327,78,172,0.453,0.474,50,66,0.758,55,241,296,149,36,17,83,138,413
